,name,step,client,treeHeight,numConditions,executionTime_mean,executionTime_std,peakMemoryUsage_mean,peakMemoryUsage_std,meanMemoryUsage_mean,meanMemoryUsage_std,stdMemoryUsage_mean,stdMemoryUsage_std,mode,executionTime_meanS,peakMemoryUsage_meanM,peakMemoryUsage_meanG,provePeakMemoryG,verifyPeakMemoryG,verifyTimeS,proveTimesS
41,MultiProof,prove,noir_rs,24,2,52601.666666666664,326.0833226850662,1305149440.0,6750864.123452049,777171165.4914389,7977809.846759236,535350553.9381421,3394995.7170733195,MultiProof,52.60166666666667,1244.6875,1.21551513671875,1.21551513671875,1.21551513671875,52.60166666666667,52.60166666666667
12,MultiProof,prove,nargo,24,3,28844.0,2133.2069754245604,1194278912.0,28609011.57041089,466797081.91127205,69965280.886867,148030560.51951137,32146898.48857551,MultiProof,28.844,1138.953125,1.1122589111328125,1.1122589111328125,1.1122589111328125,28.844,28.844
42,MultiProof,prove,noir_rs,24,3,78160.33333333333,241.69057353015185,1299376810.6666667,9288576.906931931,765339112.8676735,6516971.3196383715,535276927.9411605,2575355.8693981976,MultiProof,78.16033333333333,1239.1822916666667,1.2101389567057292,1.2101389567057292,1.2101389567057292,78.16033333333333,78.16033333333333
13,MultiProof,prove,nargo,24,4,40341.666666666664,2457.8564509208686,1227980800.0,61052326.430097915,515901849.36541706,69074132.3394304,170923805.97126547,30687742.208282344,MultiProof,40.34166666666666,1171.09375,1.143646240234375,1.143646240234375,1.143646240234375,40.34166666666666,40.34166666666666
43,MultiProof,prove,noir_rs,24,4,105109.0,352.1519558372493,1295958016.0,13936217.30203946,763105175.5725857,7646884.028134092,533929011.5937193,2778979.082551064,MultiProof,105.109,1235.921875,1.2069549560546875,1.2069549560546875,1.2069549560546875,105.109,105.109
14,MultiProof,prove,nargo,24,5,47890.333333333336,6607.41775078081,1202662058.6666667,38717303.303928636,419701975.0689488,112289992.84050483,135592795.71995586,55350429.36831931,MultiProof,47.89033333333334,1146.9479166666667,1.1200663248697917,1.1200663248697917,1.1200663248697917,47.89033333333334,47.89033333333334
44,MultiProof,prove,noir_rs,24,5,130949.0,596.4972757691354,1306023253.3333333,11425515.271309773,765213682.0969143,5355877.146563885,535019657.6463091,1800040.567449117,MultiProof,130.949,1245.5208333333333,1.2163289388020833,1.2163289388020833,1.2163289388020833,130.949,130.949
15,MultiProof,prove,nargo,24,6,60211.333333333336,3344.790626232579,1221492736.0,24796543.9494536,498375486.5163424,51647898.65895212,166483450.527351,29710936.31854223,MultiProof,60.211333333333336,1164.90625,1.137603759765625,1.137603759765625,1.137603759765625,60.211333333333336,60.211333333333336
45,MultiProof,prove,noir_rs,24,6,156370.66666666666,616.9086912447665,1309906261.3333333,12950931.06502249,767662923.8804032,4015375.722068219,536454365.51457435,2140091.9338889816,MultiProof,156.37066666666666,1249.2239583333333,1.2199452718098958,1.2199452718098958,1.2199452718098958,156.37066666666666,156.37066666666666
16,MultiProof,prove,nargo,24,7,66389.0,8046.568647566489,1217052672.0,23699777.391529735,454279362.3167426,117382089.39667767,142035244.3794175,53501790.086796775,MultiProof,66.389,1160.671875,1.1334686279296875,1.1334686279296875,1.1334686279296875,66.389,66.389
46,MultiProof,prove,noir_rs,24,7,183458.33333333334,1716.931662394674,1302020096.0,6130681.757137292,760070314.7289586,8290263.3176368,536274608.05701065,2093703.6810083913,MultiProof,183.45833333333334,1241.703125,1.2126007080078125,1.2126007080078125,1.2126007080078125,183.45833333333334,183.45833333333334
17,MultiProof,prove,nargo,24,8,74799.33333333333,113.10319771489135,1225091754.6666667,27100791.849451315,445894349.6477296,4647334.99314868,138708220.12187636,1615133.8546091842,MultiProof,74.79933333333332,1168.3385416666667,1.1409556070963542,1.1409556070963542,1.1409556070963542,74.79933333333332,74.79933333333332
47,MultiProof,prove,noir_rs,24,8,209100.0,687.8757155184358,1311550122.6666667,3877312.052996184,770084970.1499299,3519894.228795013,535570531.3026132,2845665.8056910485,MultiProof,209.1,1250.7916666666667,1.2214762369791667,1.2214762369791667,1.2214762369791667,209.1,209.1
18,MultiProof,prove,nargo,24,9,87416.66666666667,2112.17052657529,1209565184.0,9974559.823371455,475204743.8419242,25063005.158383712,151743006.2559049,9643563.695369586,MultiProof,87.41666666666667,1153.53125,1.126495361328125,1.126495361328125,1.126495361328125,87.41666666666667,87.41666666666667
48,MultiProof,prove,noir_rs,24,9,225643.0,2798.801350578494,1314739541.3333333,13182395.078909984,776244575.887145,9287764.610684723,535380063.59711933,2747047.704444265,MultiProof,225.643,1253.8333333333333,1.2244466145833333,1.2244466145833333,1.2244466145833333,225.643,225.643
19,MultiProof,prove,nargo,24,10,98980.0,3759.3185552703562,1286995968.0,64717776.810856044,492040942.785682,35913417.23038626,160640521.05121723,19201159.03720245,MultiProof,98.98,1227.375,1.1986083984375,1.1986083984375,1.1986083984375,98.98,98.98
49,MultiProof,prove,noir_rs,24,10,253547.66666666666,947.96220037158,1309933568.0,2699981.792270459,781173825.5975319,1203366.6609506782,539202721.8417519,1944778.3557838225,MultiProof,253.54766666666666,1249.25,1.219970703125,1.219970703125,1.219970703125,253.54766666666666,253.54766666666666
20,MultiProof,prove,nargo,32,1,11345.0,2215.36294994748,1312593237.3333333,860196225.2494363,814274991.5804868,470607732.90942216,291737636.74729484,217845657.56630751,MultiProof,11.345,1251.7864583333333,1.2224477132161458,1.2224477132161458,1.2224477132161458,11.345,11.345
50,MultiProof,prove,noir_rs,32,1,26755.0,110.31319050775387,1320140800.0,6562175.509391989,752354988.0091759,7482470.084089558,560757458.9011219,2826014.6730562,MultiProof,26.755,1258.984375,1.2294769287109375,1.2294769287109375,1.2294769287109375,26.755,26.755
21,MultiProof,prove,nargo,32,2,23343.0,2323.450666573319,1830475093.3333333,48140481.13044441,814451093.5883304,226470880.3082245,301444597.6319303,106638924.75165445,MultiProof,23.343,1745.6770833333333,1.7047627766927083,1.7047627766927083,1.7047627766927083,23.343,23.343
51,MultiProof,prove,noir_rs,32,2,53562.0,208.62406380856453,1329430528.0,6223073.707277457,760667654.5046701,10434467.761467954,557055171.8464949,4610011.428058125,MultiProof,53.562,1267.84375,1.238128662109375,1.238128662109375,1.238128662109375,53.562,53.562
22,MultiProof,prove,nargo,32,3,32572.333333333332,4754.964703689538,1349795840.0,833059761.9798399,630077199.5670121,296084430.1746215,208729275.40820518,132655307.50510779,MultiProof,32.57233333333333,1287.265625,1.2570953369140625,1.2570953369140625,1.2570953369140625,32.57233333333333,32.57233333333333
52,MultiProof,prove,noir_rs,32,3,80566.33333333333,181.36795012717457,1326071808.0,8948469.245137293,754414689.193132,1299890.887999046,557830427.0775169,4487496.700173883,MultiProof,80.56633333333333,1264.640625,1.2350006103515625,1.2350006103515625,1.2350006103515625,80.56633333333333,80.56633333333333
23,MultiProof,prove,nargo,32,4,42880.333333333336,4723.305657411273,1857421312.0,60850275.25678496,620643799.1968018,220775144.60729438,207872520.71461144,99943808.26590098,MultiProof,42.88033333333333,1771.375,1.7298583984375,1.7298583984375,1.7298583984375,42.88033333333333,42.88033333333333
53,MultiProof,prove,noir_rs,32,4,104432.66666666667,1519.5888698372762,1335705600.0,5997148.297420033,755205603.132687,3028311.527852893,556347794.4112587,4383408.390982508,MultiProof,104.43266666666668,1273.828125,1.2439727783203125,1.2439727783203125,1.2439727783203125,104.43266666666668,104.43266666666668
24,MultiProof,prove,nargo,32,5,54317.333333333336,2132.030565759632,1897502037.3333333,46835670.28295543,643975098.3878418,95649256.15611057,217018455.47388232,43988624.70043224,MultiProof,54.31733333333334,1809.5989583333333,1.7671864827473958,1.7671864827473958,1.7671864827473958,54.31733333333334,54.31733333333334
54,MultiProof,prove,noir_rs,32,5,134812.0,75.02666192761077,1333712213.3333333,9385749.01851471,759225990.7537031,8179548.951450409,556122687.6686758,2186854.5736869103,MultiProof,134.812,1271.9270833333333,1.2421162923177083,1.2421162923177083,1.2421162923177083,134.812,134.812
25,MultiProof,prove,nargo,32,6,66702.33333333333,3128.8122879670086,1870746965.3333333,32137943.032646347,675128702.587031,130484034.54983465,231686316.34175742,55522416.94415183,MultiProof,66.70233333333333,1784.0833333333333,1.7422688802083333,1.7422688802083333,1.7422688802083333,66.70233333333333,66.70233333333333
55,MultiProof,prove,noir_rs,32,6,159430.0,1938.2154163043901,1336634026.6666667,7950416.540893759,750954221.6755037,5282168.515016884,558872630.0361347,3465673.773975123,MultiProof,159.43,1274.7135416666667,1.2448374430338542,1.2448374430338542,1.2448374430338542,159.43,159.43
26,MultiProof,prove,nargo,32,7,76320.0,8504.99600235062,1827941034.6666667,97121845.63207813,664862613.4978193,228486834.64669347,225289119.6985054,106296224.56115365,MultiProof,76.32,1743.2604166666667,1.7024027506510417,1.7024027506510417,1.7024027506510417,76.32,76.32
56,MultiProof,prove,noir_rs,32,7,188849.0,765.514206269224,1350948181.3333333,11609359.886263711,756964740.9534642,3278264.6399918357,559941872.3520452,2815689.153624822,MultiProof,188.849,1288.3645833333333,1.2581685384114583,1.2581685384114583,1.2581685384114583,188.849,188.849
27,MultiProof,prove,nargo,32,8,85284.66666666667,2319.9502868236905,1851834368.0,36909813.96358556,620500479.9922959,52764157.27440841,207692539.39114627,25475161.85598094,MultiProof,85.28466666666667,1766.046875,1.7246551513671875,1.7246551513671875,1.7246551513671875,85.28466666666667,85.28466666666667
57,MultiProof,prove,noir_rs,32,8,215716.33333333334,890.166463833218,1340254890.6666667,1802637.1441211377,757276717.2076911,9258536.138927547,557069171.2299577,4934661.56900658,MultiProof,215.71633333333335,1278.1666666666667,1.2482096354166667,1.2482096354166667,1.2482096354166667,215.71633333333335,215.71633333333335
28,MultiProof,prove,nargo,32,9,97222.33333333333,4140.748040310269,1871107413.3333333,7007112.011053185,631260774.4543418,95635230.18582736,208493587.326205,36687277.84115866,MultiProof,97.22233333333332,1784.4270833333333,1.7426045735677083,1.7426045735677083,1.7426045735677083,97.22233333333332,97.22233333333332
58,MultiProof,prove,noir_rs,32,9,242654.66666666666,465.2626498369896,1353646080.0,4100814.0669910894,763056855.2590595,1724933.2428925543,561836433.7668949,2687883.737827011,MultiProof,242.65466666666666,1290.9375,1.26068115234375,1.26068115234375,1.26068115234375,242.65466666666666,242.65466666666666
29,MultiProof,prove,nargo,32,10,106600.0,3626.7722564285727,1875219797.3333333,24451638.4426668,613226372.6063089,77516113.7931969,204277505.67167595,35175284.30143174,MultiProof,106.6,1788.3489583333333,1.7464345296223958,1.7464345296223958,1.7464345296223958,106.6,106.6
59,MultiProof,prove,noir_rs,32,10,268746.3333333333,1623.4636840204785,1342614186.6666667,5543904.350605397,757787975.2574145,3536221.0784095726,558997679.3824097,1965220.4284834666,MultiProof,268.7463333333333,1280.4166666666667,1.2504069010416667,1.2504069010416667,1.2504069010416667,268.7463333333333,268.7463333333333
