,name,step,client,treeHeight,numConditions,executionTime_mean,executionTime_std,peakMemoryUsage_mean,peakMemoryUsage_std,meanMemoryUsage_mean,meanMemoryUsage_std,stdMemoryUsage_mean,stdMemoryUsage_std,mode,executionTime_meanS,peakMemoryUsage_meanM,peakMemoryUsage_meanG,provePeakMemoryG,verifyPeakMemoryG,verifyTimeS,proveTimesS
41,MultiProof,verify,noir_rs,24,2,4207.666666666667,860.9879983677667,286414165.3333333,5032377.894041473,243372311.789899,1583411.4587039063,77501434.70267738,508757.2261587425,MultiProof,4.207666666666667,273.1458333333333,0.2667439778645833,0.2667439778645833,0.2667439778645833,4.207666666666667,4.207666666666667
12,MultiProof,verify,nargo,24,3,27938.0,210.6276335146934,1195431253.3333333,19308697.505258884,489984871.9541699,6352406.078726657,165626290.18279803,1245665.6738015343,MultiProof,27.938,1140.0520833333333,1.1133321126302083,1.1133321126302083,1.1133321126302083,27.938,27.938
42,MultiProof,verify,noir_rs,24,3,5721.333333333333,157.2588100340751,282940757.3333333,157434.24162911237,241307965.81639242,1625553.7678519716,76604246.58923149,1217460.4710379534,MultiProof,5.721333333333333,269.8333333333333,0.2635091145833333,0.2635091145833333,0.2635091145833333,5.721333333333333,5.721333333333333
13,MultiProof,verify,nargo,24,4,36010.0,1932.815821541204,1187435861.3333333,10443079.002790181,446599492.89616567,64397725.232625395,149690801.75934085,28058769.62848916,MultiProof,36.01,1132.4270833333333,1.1058858235677083,1.1058858235677083,1.1058858235677083,36.01,36.01
43,MultiProof,verify,noir_rs,24,4,7572.666666666667,714.1990852229743,282771456.0,907354.1445058815,240103892.63886395,4035757.5678205914,77386715.29773952,3099334.6788616627,MultiProof,7.572666666666667,269.671875,0.2633514404296875,0.2633514404296875,0.2633514404296875,7.572666666666667,7.572666666666667
14,MultiProof,verify,nargo,24,5,45768.0,2050.5794303074435,1193432405.3333333,35410726.47718579,426063047.19676346,69302735.91194667,148024286.9914521,9534703.012166943,MultiProof,45.768,1138.1458333333333,1.1114705403645833,1.1114705403645833,1.1114705403645833,45.768,45.768
44,MultiProof,verify,noir_rs,24,5,9239.0,386.3521709528756,285758805.3333333,2828759.796516731,238427987.19985613,332551.63162483176,78094839.34319799,1851073.897173275,MultiProof,9.239,272.5208333333333,0.2661336263020833,0.2661336263020833,0.2661336263020833,9.239,9.239
15,MultiProof,verify,nargo,24,6,50890.0,1999.1718285330053,1210302464.0,29336255.437530946,395665602.72802097,40013668.59050723,124628040.05621563,18215325.046540357,MultiProof,50.89,1154.234375,1.1271820068359375,1.1271820068359375,1.1271820068359375,50.89,50.89
45,MultiProof,verify,noir_rs,24,6,13421.333333333334,3793.555632033532,290444629.3333333,5520273.481859157,240763438.6030607,4105518.535502611,77860504.49919651,4242657.86010699,MultiProof,13.421333333333333,276.9895833333333,0.2704976399739583,0.2704976399739583,0.2704976399739583,13.421333333333333,13.421333333333333
16,MultiProof,verify,nargo,24,7,61486.333333333336,2130.6621818893154,1262239744.0,38345977.593547724,439783614.36655164,30685519.70182809,141816915.48968875,15292618.16032238,MultiProof,61.486333333333334,1203.765625,1.1755523681640625,1.1755523681640625,1.1755523681640625,61.486333333333334,61.486333333333334
46,MultiProof,verify,noir_rs,24,7,15167.666666666666,3615.0845541056624,289794730.6666667,11724882.337061686,245256215.75718117,9543634.865383582,76623375.69588967,6768568.352596724,MultiProof,15.167666666666666,276.3697916666667,0.2698923746744792,0.2698923746744792,0.2698923746744792,15.167666666666666,15.167666666666666
17,MultiProof,verify,nargo,24,8,65803.0,3777.5533086906926,1211105280.0,15883533.844912976,374274815.3574341,48698284.71604874,109273585.11121579,25158787.08523074,MultiProof,65.803,1155.0,1.1279296875,1.1279296875,1.1279296875,65.803,65.803
47,MultiProof,verify,noir_rs,24,8,19162.666666666668,3537.2071374649986,286949376.0,6811016.20641854,244655521.04732466,1768571.2170940677,74403889.28463678,3615850.0146689424,MultiProof,19.162666666666667,273.65625,0.267242431640625,0.267242431640625,0.267242431640625,19.162666666666667,19.162666666666667
18,MultiProof,verify,nargo,24,9,74105.0,4172.520461303935,1219040597.3333333,9708627.181867754,373501700.0874029,42590747.716530405,110911801.25714922,23695786.940876238,MultiProof,74.105,1162.5677083333333,1.1353200276692708,1.1353200276692708,1.1353200276692708,74.105,74.105
48,MultiProof,verify,noir_rs,24,9,9763.666666666666,265.7636794848634,291711658.6666667,7795656.874449342,219538960.94957933,3926366.4840287147,98547437.38130563,2681476.9640280297,MultiProof,9.763666666666666,278.1979166666667,0.2716776529947917,0.2716776529947917,0.2716776529947917,9.763666666666666,9.763666666666666
19,MultiProof,verify,nargo,24,10,89614.66666666667,5352.079253274689,1207817557.3333333,5348625.3276255205,449946145.9604756,51546489.609233044,146518738.08267742,29254264.054355685,MultiProof,89.61466666666666,1151.8645833333333,1.1248677571614583,1.1248677571614583,1.1248677571614583,89.61466666666666,89.61466666666666
49,MultiProof,verify,noir_rs,24,10,10816.0,442.93227473283093,286638080.0,6033784.775743994,218255804.2409134,2730405.7933242735,97851145.01517297,2379040.014059523,MultiProof,10.816,273.359375,0.2669525146484375,0.2669525146484375,0.2669525146484375,10.816,10.816
20,MultiProof,verify,nargo,32,1,9451.666666666666,2464.9974306950776,781003434.6666666,795798678.9042479,504805121.5542526,429816663.10036093,159405815.57394615,201922228.11624038,MultiProof,9.451666666666666,744.8229166666666,0.7273661295572916,0.7273661295572916,0.7273661295572916,9.451666666666666,9.451666666666666
50,MultiProof,verify,noir_rs,32,1,1097.6666666666667,13.576941236277566,315746986.6666667,789894.599443082,244380711.522807,1564165.7146824705,110330522.25344042,1002801.4338054088,MultiProof,1.0976666666666668,301.1197916666667,0.2940622965494792,0.2940622965494792,0.2940622965494792,1.0976666666666668,1.0976666666666668
21,MultiProof,verify,nargo,32,2,21887.0,2354.4122408788144,1835608746.6666667,20541356.827482004,790623432.2193087,223712951.8326457,293326382.2679019,101611719.7386262,MultiProof,21.887,1750.5729166666667,1.7095438639322917,1.7095438639322917,1.7095438639322917,21.887,21.887
51,MultiProof,verify,noir_rs,32,2,2252.3333333333335,96.3811876526397,316735488.0,300323.6807446259,245318760.84976077,2951826.7828180804,109421275.6905958,1285258.4708745668,MultiProof,2.2523333333333335,302.0625,0.29498291015625,0.29498291015625,0.29498291015625,2.2523333333333335,2.2523333333333335
22,MultiProof,verify,nargo,32,3,30039.0,2352.4650900704137,1793119573.3333333,78936264.32928254,596919572.244742,137483383.40423515,198510828.55333185,59939629.926285505,MultiProof,30.039,1710.0520833333333,1.6699727376302083,1.6699727376302083,1.6699727376302083,30.039,30.039
52,MultiProof,verify,noir_rs,32,3,3348.3333333333335,104.89200795739073,316533418.6666667,189894.25896886722,239280363.61254653,4095021.9211331094,112238631.64408173,2829924.21488464,MultiProof,3.3483333333333336,301.8697916666667,0.2947947184244792,0.2947947184244792,0.2947947184244792,3.3483333333333336,3.3483333333333336
23,MultiProof,verify,nargo,32,4,39567.0,2404.4533682315405,1873297408.0,11029012.238967549,592573330.2188784,114087434.18191883,198365750.5659286,52143919.48953969,MultiProof,39.567,1786.515625,1.7446441650390625,1.7446441650390625,1.7446441650390625,39.567,39.567
53,MultiProof,verify,noir_rs,32,4,4912.666666666667,163.83630041395983,320924330.6666667,7468342.881595435,248407180.84416842,5459687.308517935,107278043.03091286,1463099.255069092,MultiProof,4.912666666666667,306.0572916666667,0.2988840738932292,0.2988840738932292,0.2988840738932292,4.912666666666667,4.912666666666667
24,MultiProof,verify,nargo,32,5,50249.666666666664,6329.705864677546,1828028416.0,57820110.95352564,621385402.2661012,241124725.13352254,210172476.77603745,109656586.52976675,MultiProof,50.24966666666666,1743.34375,1.702484130859375,1.702484130859375,1.702484130859375,50.24966666666666,50.24966666666666
54,MultiProof,verify,noir_rs,32,5,5404.0,45.2990066116245,321088170.6666667,7340714.634923591,229256276.4691547,1446865.462793069,119729184.78683333,1893722.8090269829,MultiProof,5.404,306.2135416666667,0.2990366617838542,0.2990366617838542,0.2990366617838542,5.404,5.404
25,MultiProof,verify,nargo,32,6,62818.0,6931.306442511397,1837842432.0,38407720.02013512,691218933.2583859,196758839.4968934,246603192.79061484,95845210.91012995,MultiProof,62.818,1752.703125,1.7116241455078125,1.7116241455078125,1.7116241455078125,62.818,62.818
55,MultiProof,verify,noir_rs,32,6,7509.666666666667,63.10573138260383,317292544.0,933888.0,246938681.60286427,2213840.813483877,108212685.41065566,1304190.7913413781,MultiProof,7.509666666666667,302.59375,0.295501708984375,0.295501708984375,0.295501708984375,7.509666666666667,7.509666666666667
26,MultiProof,verify,nargo,32,7,72165.66666666667,8514.609347077137,1885962240.0,30098317.71298004,668041660.1201519,221722959.9136109,232185704.7987485,102761714.11010984,MultiProof,72.16566666666667,1798.59375,1.756439208984375,1.756439208984375,1.756439208984375,72.16566666666667,72.16566666666667
56,MultiProof,verify,noir_rs,32,7,8502.666666666666,233.7912173999131,316850176.0,81920.0,245199483.454971,3441680.146499993,107882636.22343403,2233096.529252802,MultiProof,8.502666666666666,302.171875,0.2950897216796875,0.2950897216796875,0.2950897216796875,8.502666666666666,8.502666666666666
27,MultiProof,verify,nargo,32,8,79985.0,2393.0225657105702,1857202858.6666667,42550006.102860056,619408784.6418419,44319807.08589994,211605756.25240096,20645867.082790576,MultiProof,79.985,1771.1666666666667,1.7296549479166667,1.7296549479166667,1.7296549479166667,79.985,79.985
57,MultiProof,verify,noir_rs,32,8,8700.333333333334,88.14949423186351,316708181.3333333,82464.32492499088,239000916.05012533,775764.967188999,112573787.01105088,1120609.0434866003,MultiProof,8.700333333333335,302.0364583333333,0.2949574788411458,0.2949574788411458,0.2949574788411458,8.700333333333335,8.700333333333335
28,MultiProof,verify,nargo,32,9,92991.66666666667,2758.051183958218,1869747541.3333333,14412392.443450244,672126330.7398132,54883472.66926307,236255668.11849868,22313103.35796663,MultiProof,92.99166666666667,1783.1302083333333,1.7413380940755208,1.7413380940755208,1.7413380940755208,92.99166666666667,92.99166666666667
58,MultiProof,verify,noir_rs,32,9,9932.0,117.22201158485551,323070634.6666667,6732395.397525997,229218541.6073558,1587320.1291954166,117775578.46071155,1734914.5384971166,MultiProof,9.932,308.1041666666667,0.3008829752604167,0.3008829752604167,0.3008829752604167,9.932,9.932
29,MultiProof,verify,nargo,32,10,104929.66666666667,6240.782990405396,1875973461.3333333,11233455.550375445,708459566.3638666,111909735.71484499,252667721.9294738,57312309.95118509,MultiProof,104.92966666666668,1789.0677083333333,1.7471364339192708,1.7471364339192708,1.7471364339192708,104.92966666666668,104.92966666666668
59,MultiProof,verify,noir_rs,32,10,10836.666666666666,239.0278923752068,326260053.3333333,4551814.112459931,230383061.73528156,925761.6168129111,119386139.58612955,738181.0168803054,MultiProof,10.836666666666666,311.1458333333333,0.3038533528645833,0.3038533528645833,0.3038533528645833,10.836666666666666,10.836666666666666
